ban,tipo_cliente,canal_contato,tentativas_contato,texto,urgencia,valor_mensalidade,dias_atraso,valor_total_divida,historico_pagamento,estado,data_chamado
000009450,Pessoa Jurídica,Telefone,3,como posso pagar.,Baixa,141.07,7,265.32,bom,TO,2024-12-15T06:16:32.962558
000006771,Pessoa Física,Chat,3,parcelamento da dívida.,Média,140.77,49,365.39,bom,GO,2025-03-17T13:49:55.947361
000009851,Pessoa Jurídica,Telefone,4,quero negociar.,Média,137.9,23,451.59,ruim,CE,2025-01-01T20:20:58.932470
000000559,Pessoa Física,Telefone,3,como posso pagar.,Baixa,52.62,10,212.68,bom,DF,2025-06-12T03:37:02.272437
000006391,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,76.08,12,173.39,bom,BA,2025-08-29T20:09:24.354171
000008428,Pessoa Física,Redes Sociais,1,proposta de pagamento.,Média,98.55,24,205.52,ruim,PI,2025-07-20T09:59:43.450304
000000819,Pessoa Física,Chat,4,parcelamento da dívida.,Média,153.19,4,600.79,ruim,PE,2025-06-21T21:17:19.379233
000006997,Pessoa Física,Email,1,ajuda temporária.,Média,125.27,43,382.73,bom,PE,2024-11-16T15:08:50.235003
000006486,Pessoa Física,Chat,1,como posso pagar.,Baixa,156.17,2,691.36,bom,CE,2024-11-13T04:55:50.834928
000008892,Pessoa Física,Redes Sociais,1,parcelamento da dívida. muito obrigado,Média,198.23,77,365.54,regular,GO,2025-03-15T15:30:25.236424
000007868,Pessoa Jurídica,Chat,2,segunda via do boleto.,Baixa,56.44,5,230.49,bom,PR,2025-02-12T01:39:46.714581
000007935,Pessoa Física,Telefone,4,como posso pagar.,Baixa,115.22,28,189.9,bom,TO,2025-04-11T19:50:42.439761
000005119,Pessoa Física,Telefone,3,consulta de valores.,Baixa,115.4,2,385.33,bom,SP,2025-02-19T19:00:21.870506
000005715,Pessoa Física,Chat,3,dúvida sobre a fatura.,Baixa,86.85,13,185.38,bom,MT,2025-07-18T10:29:17.672757
000002466,Pessoa Física,Telefone,1,preciso de informação.,Baixa,137.6,21,193.24,bom,CE,2025-04-07T09:20:01.129553
000001481,Pessoa Física,Email,1,segunda via do boleto.,Baixa,234.22,3,812.05,regular,MT,2025-09-14T09:30:10.744650
000001238,Pessoa Física,Email,1,preciso de informação. por favor,Baixa,82.08,13,248.47,bom,MG,2025-02-17T19:35:39.600328
000005819,Pessoa Física,Telefone,3,parcelamento da dívida. por favor,Média,144.09,9,424.19,ruim,ES,2025-02-18T12:29:52.911004
000002951,Pessoa Física,Telefone,2,ajuda temporária. por favor,Média,78.19,15,263.51,ruim,CE,2025-07-10T02:34:26.216938
000006428,Pessoa Física,Telefone,3,como posso pagar.,Baixa,47.8,15,119.01,bom,ES,2025-08-31T16:46:38.106556
000008873,Pessoa Física,Redes Sociais,1,renegociar valores.,Média,95.45,31,351.32,bom,MG,2025-04-27T01:09:06.453395
000002157,Pessoa Física,Chat,3,como posso pagar,Baixa,130.92,4,199.44,bom,AL,2025-05-31T09:28:22.842369
000005386,Pessoa Física,Chat,2,segunda via do boleto,Baixa,135.97,3,524.83,bom,AL,2024-11-26T07:50:20.128258
000003783,Pessoa Física,Telefone,2,consulta de valores.,Baixa,191.1,12,634.31,bom,PR,2025-08-15T20:02:35.219106
000003830,Pessoa Jurídica,Chat,1,quero negociar,Média,131.14,44,386.32,bom,BA,2024-12-06T20:05:29.271968
000007245,Pessoa Física,Email,1,parcelamento da dívida.,Média,120.54,39,182.09,bom,PE,2025-06-19T13:49:32.594481
000005139,Pessoa Jurídica,Chat,1,segunda via do boleto,Baixa,153.32,18,323.97,bom,RJ,2025-03-04T18:08:26.660761
000000849,Pessoa Física,Telefone,2,proposta de pagamento. o mais rápido possível,Média,129.93,44,283.4,regular,PR,2025-01-23T13:21:05.451842
000006925,Pessoa Física,Chat,1,parcelamento da dívida.,Média,119.05,33,230.39,bom,MT,2025-07-10T05:49:05.320013
000006714,Pessoa Física,Físico,4,dúvida sobre a fatura. por favor,Baixa,112.79,8,543.28,bom,MG,2025-03-14T11:58:51.282868
000008441,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,145.44,5,678.12,bom,SC,2025-05-19T07:31:25.193217
000009775,Pessoa Física,Chat,2,como posso pagar.,Baixa,141.13,8,449.43,bom,CE,2024-11-14T10:38:17.862197
000000703,Pessoa Física,Email,4,segunda via do boleto.,Baixa,109.43,7,199.46,regular,RJ,2024-11-19T13:30:30.316142
000000643,Pessoa Jurídica,Chat,2,segunda via do boleto.,Baixa,177.66,21,825.15,bom,RS,2024-12-15T14:20:15.710653
000003876,Pessoa Física,Chat,2,segunda via do boleto,Baixa,153.69,19,614.4,bom,ES,2025-05-17T21:24:09.914370
000008172,Pessoa Jurídica,Chat,4,ajuda temporária.,Média,158.5,19,183.08,ruim,RS,2025-01-02T22:53:54.220503
000003175,Pessoa Física,Telefone,2,dúvida sobre a fatura. muito obrigado,Baixa,83.47,6,247.31,regular,PA,2025-03-19T00:32:23.271433
000008458,Pessoa Física,Telefone,1,preciso de um desconto. o mais rápido possível,Média,99.47,32,340.17,regular,MA,2025-08-10T22:30:58.878896
000004703,Pessoa Física,Telefone,3,segunda via do boleto.,Baixa,180.66,13,228.7,bom,SP,2025-04-19T00:23:20.609327
000000837,Pessoa Jurídica,Chat,3,como posso pagar.,Baixa,161.59,14,193.8,regular,SP,2024-10-04T14:35:46.553463
000006911,Pessoa Jurídica,Chat,1,preciso de um desconto.,Média,63.41,115,180.98,ruim,SP,2025-08-20T21:45:01.029821
000000438,Pessoa Física,Email,1,preciso de informação.,Baixa,133.41,8,134.45,bom,SP,2024-12-28T09:22:22.417907
000001934,Pessoa Física,Telefone,4,quero negociar.,Média,158.32,11,187.98,ruim,AM,2025-05-05T14:00:50.999301
000000777,Pessoa Física,Telefone,2,preciso de informação.,Baixa,78.96,23,131.12,bom,BA,2025-03-25T06:09:55.674253
000004299,Pessoa Física,Chat,4,renegociar valores.,Média,160.43,43,744.38,bom,RJ,2025-03-01T07:28:36.367793
000002487,Pessoa Física,Email,1,dúvida sobre a fatura.,Baixa,122.06,4,496.19,regular,RS,2024-10-31T12:13:58.014497
000000108,Pessoa Física,Chat,2,preciso de informação.,Baixa,180.23,27,504.95,bom,GO,2025-05-09T16:32:21.678300
000008655,Pessoa Jurídica,Telefone,1,parcelamento da dívida.,Média,114.9,50,335.14,bom,SP,2024-12-30T21:17:06.946812
000002515,Pessoa Física,Email,2,dúvida sobre a fatura. o mais rápido possível,Baixa,62.19,12,232.85,regular,MG,2025-04-20T10:03:12.675431
000003217,Pessoa Jurídica,Chat,1,segunda via do boleto,Baixa,141.14,8,408.96,regular,RJ,2025-05-16T20:54:31.270373
000005274,Pessoa Física,Email,2,segunda via do boleto. muito obrigado,Baixa,75.05,24,94.24,bom,CE,2025-04-24T03:31:33.500578
000004124,Pessoa Física,Redes Sociais,2,preciso de informação.,Baixa,97.1,7,384.02,bom,SP,2025-07-30T22:09:13.424273
000010000,Pessoa Física,Chat,4,consulta de valores. por favor,Baixa,47.32,11,58.25,bom,MA,2024-10-20T08:59:55.655239
000004123,Pessoa Física,Chat,3,ajuda temporária.,Média,87.68,46,258.16,ruim,RJ,2024-11-25T15:45:58.759618
000007765,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,173.74,19,772.59,regular,SP,2025-05-29T02:39:23.980751
000000746,Pessoa Física,Físico,4,quero negociar. o mais rápido possível,Média,125.89,3,185.0,ruim,MT,2024-10-15T22:04:34.538002
000001143,Pessoa Física,Email,2,parcelamento da dívida.,Média,110.7,9,423.59,ruim,MG,2025-08-10T08:39:03.406317
000002114,Pessoa Física,Telefone,1,como posso pagar. muito obrigado,Baixa,84.94,21,100.68,bom,RS,2025-06-03T02:55:11.818666
000007169,Pessoa Física,Telefone,1,quero negociar. por favor,Média,128.3,14,637.94,ruim,SP,2025-08-04T14:01:18.314496
000000390,Pessoa Física,Email,3,preciso de informação.,Baixa,111.15,23,414.41,regular,PR,2025-01-19T12:15:19.098817
000006228,Pessoa Jurídica,Telefone,1,segunda via do boleto.,Baixa,215.57,29,1051.11,regular,RJ,2025-09-03T16:03:34.941731
000008326,Pessoa Física,Chat,2,como posso pagar,Baixa,120.9,14,444.05,bom,ES,2024-10-20T09:59:07.769984
000002267,Premium,Redes Sociais,2,proposta de pagamento. por favor,Média,138.15,86,272.04,regular,SC,2025-03-03T19:07:57.569476
000003037,Pessoa Jurídica,Telefone,2,renegociar valores.,Média,94.6,49,445.14,regular,PA,2024-12-06T14:40:15.441113
000004709,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,119.31,3,418.38,regular,MA,2025-06-04T23:34:20.327073
000000385,Pessoa Física,Telefone,4,como posso pagar.,Baixa,138.51,8,457.6,bom,MG,2025-05-13T16:51:16.103932
000001683,Pessoa Física,Chat,1,segunda via do boleto,Baixa,83.11,8,225.76,regular,PR,2025-06-12T01:49:50.686177
000006296,Pessoa Jurídica,Redes Sociais,3,preciso de informação.,Baixa,143.73,5,307.35,bom,SP,2025-05-07T19:32:37.229006
000008253,Pessoa Física,Telefone,2,preciso de informação.,Baixa,125.19,9,390.63,regular,SP,2025-07-17T01:32:15.438140
000009444,Pessoa Física,Redes Sociais,4,segunda via do boleto.,Baixa,28.95,12,71.34,regular,MG,2024-12-06T07:24:10.980878
000004796,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,152.96,3,675.49,regular,AM,2025-03-17T19:34:13.629649
000009278,Pessoa Física,Telefone,4,consulta de valores. o mais rápido possível,Baixa,139.53,4,155.6,bom,PE,2025-05-01T23:16:04.443500
000008715,Pessoa Física,Email,2,como posso pagar.,Baixa,129.52,3,404.15,regular,BA,2025-09-07T17:19:00.749692
000001928,Pessoa Física,Telefone,2,consulta de valores.,Baixa,94.62,2,411.24,bom,RO,2024-11-05T12:30:39.679452
000002014,Pessoa Física,Telefone,4,como posso pagar. aguardo uma resposta,Baixa,218.61,14,242.75,bom,BA,2025-01-19T19:43:54.941998
000006591,Pessoa Física,Telefone,3,preciso de informação. aguardo uma resposta,Baixa,96.48,9,205.43,bom,PR,2025-02-14T02:58:46.057389
000005385,Pessoa Física,Telefone,2,parcelamento da dívida. aguardo uma resposta,Média,0.4,55,0.48,regular,AP,2025-02-17T21:52:47.078151
000002618,Pessoa Jurídica,Email,2,consulta de valores. muito obrigado,Baixa,140.69,4,475.53,bom,SP,2024-10-27T05:20:17.487994
000006950,Pessoa Física,Chat,1,ajuda temporária. aguardo uma resposta,Média,114.58,52,259.75,bom,RJ,2025-03-07T14:00:23.586171
000008378,Pessoa Jurídica,Chat,4,preciso de informação,Baixa,62.29,3,301.42,regular,PR,2025-04-21T13:29:08.635979
000009326,Pessoa Jurídica,Chat,2,dúvida sobre a fatura,Baixa,109.88,20,380.75,regular,PE,2025-01-17T11:05:22.627562
000003253,Pessoa Jurídica,Telefone,3,consulta de valores.,Baixa,117.31,7,380.93,bom,SP,2024-11-20T15:35:03.945848
000003926,Pessoa Física,Telefone,1,ajuda temporária.,Média,89.77,36,419.13,bom,MG,2025-06-13T05:03:20.241049
000006056,Pessoa Física,Telefone,3,dúvida sobre a fatura. por favor,Baixa,124.42,3,235.69,bom,RJ,2025-01-10T17:40:31.507121
000002237,Pessoa Física,Chat,1,proposta de pagamento.,Média,134.22,61,436.08,ruim,ES,2025-04-13T00:12:21.966128
000002924,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,118.15,2,374.67,regular,ES,2025-04-12T03:06:39.918820
000001001,Pessoa Física,Telefone,2,proposta de pagamento.,Média,83.1,7,110.39,ruim,RJ,2025-06-13T15:39:45.748734
000009157,Pessoa Física,Chat,4,dúvida sobre a fatura.,Baixa,138.75,14,656.04,regular,BA,2025-05-14T01:18:16.446518
000009886,Pessoa Física,Telefone,3,renegociar valores. muito obrigado,Média,55.28,29,210.12,ruim,CE,2024-11-11T10:18:19.756317
000004819,Pessoa Física,Telefone,1,quero negociar.,Média,136.26,60,620.31,bom,SP,2025-06-26T00:48:48.249822
000009966,Pessoa Física,Físico,4,consulta de valores.,Baixa,132.34,12,652.46,regular,RN,2025-05-20T05:39:49.600772
000001344,Pessoa Física,Telefone,4,segunda via do boleto.,Baixa,111.34,29,324.96,regular,RS,2025-09-28T01:39:08.978464
000006091,Pessoa Jurídica,Chat,1,como posso pagar,Baixa,99.57,27,419.65,bom,RJ,2025-03-28T03:51:43.074113
000009408,Pessoa Física,Chat,3,como posso pagar,Baixa,70.89,18,234.66,bom,BA,2025-06-11T00:45:59.254143
000009410,Pessoa Física,Chat,4,preciso de informação.,Baixa,98.72,24,484.57,bom,MT,2025-09-08T14:27:31.033889
000009834,Governo,Telefone,1,segunda via do boleto. o mais rápido possível,Baixa,87.46,2,173.95,regular,SP,2025-09-27T17:40:06.427544
000008048,Pessoa Jurídica,Telefone,1,preciso de informação. muito obrigado,Baixa,79.67,13,84.07,bom,SP,2025-01-15T09:36:11.928703
000002010,Pessoa Física,Telefone,3,renegociar valores. aguardo uma resposta,Média,71.83,32,125.26,regular,RJ,2025-05-12T21:10:26.526055
000005877,Pessoa Física,Físico,2,parcelamento da dívida.,Média,172.56,14,260.92,ruim,SP,2025-01-26T02:27:03.887557
000009284,Premium,Telefone,3,preciso de um desconto.,Média,150.56,42,413.71,ruim,RJ,2025-04-12T09:38:30.194506
000006603,Pessoa Física,Telefone,4,parcelamento da dívida. aguardo uma resposta,Média,217.69,36,285.1,ruim,AM,2025-09-30T22:19:58.270765
000006137,Pessoa Física,Telefone,4,quero negociar. muito obrigado,Média,129.44,40,243.45,regular,RS,2025-02-08T17:58:54.571133
000008469,Pessoa Física,Email,2,dúvida sobre a fatura.,Baixa,148.82,4,206.13,bom,PE,2024-11-18T21:13:21.237533
000000252,Pessoa Física,Email,2,dúvida sobre a fatura.,Baixa,117.13,7,345.18,bom,SP,2025-04-26T00:06:21.258280
000006763,Pessoa Jurídica,Chat,3,preciso de informação.,Baixa,180.48,2,373.07,bom,MG,2025-04-10T07:48:16.734091
000005445,Pessoa Física,Telefone,3,renegociar valores. o mais rápido possível,Média,117.93,81,340.11,bom,AL,2025-05-21T06:54:01.709369
000004606,Pessoa Física,Email,1,preciso de informação. aguardo uma resposta,Baixa,158.98,7,215.51,bom,RJ,2025-03-31T09:21:51.024819
000006152,Premium,Chat,2,como posso pagar,Baixa,127.43,10,390.89,bom,MT,2024-12-07T05:12:43.013865
000009721,Pessoa Física,Físico,2,como posso pagar. por favor,Baixa,193.59,8,294.31,regular,PA,2025-05-13T02:05:34.613585
000009095,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,100.72,2,140.74,regular,RS,2025-06-18T07:29:33.022219
000003445,Pessoa Jurídica,Telefone,4,consulta de valores. por favor,Baixa,165.92,7,371.67,bom,SP,2025-09-25T04:07:33.438904
000009806,Pessoa Física,Telefone,3,dúvida sobre a fatura.,Baixa,115.67,4,520.25,bom,PA,2024-10-03T02:02:46.587533
000002291,Pessoa Jurídica,Chat,4,dúvida sobre a fatura,Baixa,86.55,11,359.54,bom,RN,2024-10-11T06:27:03.036767
000002624,Pessoa Física,Redes Sociais,5,não consigo pagar. por favor,Alta,117.95,68,570.48,regular,SP,2025-05-18T22:49:37.525954
000001395,Pessoa Física,Email,1,como posso pagar.,Baixa,30.07,25,85.42,bom,SP,2024-11-14T13:53:48.937392
000006478,Pessoa Física,Chat,4,segunda via do boleto.,Baixa,157.39,25,354.09,regular,GO,2025-08-08T06:09:52.427485
000006915,Premium,Chat,3,ajuda temporária.,Média,146.64,13,716.14,ruim,PE,2025-07-21T12:58:39.147581
000001657,Pessoa Física,Telefone,2,quero negociar. o mais rápido possível,Média,195.94,34,495.15,regular,RS,2025-10-02T09:04:07.255223
000000414,Pessoa Física,Telefone,2,parcelamento da dívida.,Média,81.52,48,84.49,regular,PR,2025-03-02T17:34:24.933110
000002144,Pessoa Física,Telefone,1,renegociar valores.,Média,90.26,65,386.35,bom,PR,2025-02-01T10:07:52.130905
000004632,Pessoa Física,Chat,3,preciso de informação.,Baixa,69.48,4,116.51,regular,BA,2025-04-25T04:39:22.138999
000001311,Pessoa Física,Email,4,parcelamento da dívida.,Média,134.62,43,521.2,regular,SP,2025-05-23T08:23:29.024073
000005291,Pessoa Física,Telefone,1,parcelamento da dívida. por favor,Média,103.39,6,109.64,ruim,MA,2024-10-06T15:13:02.903104
000003236,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,87.0,11,125.62,regular,PR,2024-12-14T23:44:47.429812
000007298,Pessoa Jurídica,Chat,1,dúvida sobre a fatura,Baixa,136.0,10,399.06,regular,AM,2025-01-13T08:51:37.525028
000002868,Pessoa Física,Email,4,dúvida sobre a fatura. muito obrigado,Baixa,164.09,23,208.66,regular,TO,2025-07-18T02:51:08.871705
000000850,Pessoa Física,Redes Sociais,2,dúvida sobre a fatura,Baixa,124.25,19,565.9,bom,SP,2025-01-22T22:02:55.084537
000003120,Pessoa Física,Chat,1,dúvida sobre a fatura.,Baixa,100.85,4,403.35,bom,MA,2025-04-05T13:42:28.796207
000009285,Pessoa Física,Telefone,3,renegociar valores.,Média,166.87,31,385.93,bom,TO,2025-01-28T19:37:37.083518
000001010,Pessoa Física,Email,2,preciso de informação. muito obrigado,Baixa,109.84,13,372.37,bom,SC,2024-10-04T17:56:00.630017
000009842,Pessoa Física,Telefone,1,dúvida sobre a fatura.,Baixa,109.24,2,421.9,bom,RJ,2025-06-10T00:03:36.921684
000005467,Pessoa Jurídica,Email,1,preciso de informação.,Baixa,140.52,12,565.11,regular,RN,2025-02-04T04:28:55.425645
000008827,Pessoa Física,Email,3,ajuda temporária.,Média,92.57,16,239.08,ruim,MA,2025-06-24T02:04:31.616473
000008362,Pessoa Física,Telefone,2,proposta de pagamento. por favor,Média,160.98,3,739.74,ruim,PR,2025-05-15T11:50:17.302697
000002113,Pessoa Física,Telefone,4,segunda via do boleto. por favor,Baixa,83.3,5,397.1,regular,PE,2024-10-13T03:25:27.530835
000005231,Pessoa Jurídica,Telefone,3,ajuda temporária.,Média,95.6,100,170.44,bom,SC,2024-12-05T15:42:38.771447
000002642,Pessoa Física,Chat,3,proposta de pagamento.,Média,73.9,41,343.26,ruim,SP,2025-01-31T05:24:07.300443
000005722,Pessoa Física,Físico,1,como posso pagar. o mais rápido possível,Baixa,154.53,4,595.05,regular,PI,2025-02-02T22:27:42.126537
000003762,Pessoa Física,Telefone,3,dúvida sobre a fatura. por favor,Baixa,174.2,18,793.05,bom,AC,2025-06-05T02:55:29.582739
000005779,Pessoa Jurídica,Telefone,2,ajuda temporária.,Média,113.9,11,307.42,ruim,MG,2025-09-02T03:03:13.601953
000002331,Pessoa Física,Email,2,consulta de valores. o mais rápido possível,Baixa,137.86,17,502.47,bom,SC,2025-07-20T16:43:44.115332
000008496,Pessoa Jurídica,Chat,1,preciso de um desconto,Média,134.67,14,261.46,ruim,BA,2025-05-26T07:49:14.675326
000008334,Pessoa Jurídica,Telefone,3,como posso pagar.,Baixa,131.87,2,528.06,bom,SP,2025-03-27T08:51:45.108291
000008368,Pessoa Física,Telefone,1,proposta de pagamento. aguardo uma resposta,Média,73.7,9,245.2,ruim,SE,2025-05-19T14:04:38.209663
000002701,Pessoa Física,Telefone,1,como posso pagar. muito obrigado,Baixa,93.81,4,274.28,regular,SP,2025-08-24T07:45:27.115111
000004613,Pessoa Física,Telefone,1,preciso de informação.,Baixa,150.4,15,567.12,bom,SP,2025-04-16T15:07:01.057261
000005099,Pessoa Física,Email,2,preciso de um desconto.,Média,168.65,48,541.26,regular,ES,2025-02-01T21:40:44.899193
000004096,Pessoa Física,Telefone,2,doença na família.,Alta,157.97,107,641.58,regular,SP,2025-07-15T20:26:52.947857
000004410,Pessoa Física,Email,3,proposta de pagamento.,Média,120.66,58,534.98,bom,PA,2025-03-02T16:48:05.599142
000006124,Pessoa Física,Chat,2,urgente. aguardo uma resposta,Alta,152.09,84,639.15,regular,PI,2025-06-30T17:30:25.636699
000002756,Pessoa Física,Telefone,2,dúvida sobre a fatura.,Baixa,58.5,2,130.46,bom,BA,2025-08-03T12:31:29.241953
000001378,Pessoa Física,Telefone,4,dúvida sobre a fatura.,Baixa,39.21,27,192.3,regular,SP,2025-01-19T20:09:49.585949
000006045,Pessoa Física,Chat,1,dúvida sobre a fatura.,Baixa,64.98,8,233.86,regular,RJ,2025-06-24T07:03:00.428262
000009043,Pessoa Física,Telefone,3,proposta de pagamento.,Média,232.86,41,534.15,regular,MS,2025-01-25T17:48:37.874468
000006103,Pessoa Física,Email,2,quero negociar. por favor,Média,203.12,34,237.72,bom,PR,2025-04-16T05:37:54.483385
000009900,Pessoa Física,Telefone,4,consulta de valores. muito obrigado,Baixa,56.1,12,277.83,bom,RS,2024-12-17T13:46:01.790689
000008645,Pessoa Física,Telefone,3,consulta de valores. o mais rápido possível,Baixa,111.1,14,377.3,regular,SP,2025-06-09T21:03:29.108801
000001940,Pessoa Física,Chat,4,consulta de valores.,Baixa,102.73,8,196.23,bom,AL,2025-07-21T12:43:23.441483
000001291,Pessoa Física,Telefone,1,segunda via do boleto. aguardo uma resposta,Baixa,171.79,8,509.27,bom,RS,2025-08-22T20:26:29.529807
000001507,Pessoa Jurídica,Físico,1,renegociar valores.,Média,146.19,79,378.66,regular,RS,2025-02-08T15:43:19.119837
000003657,Pessoa Física,Chat,3,ajuda temporária. muito obrigado,Média,104.89,44,504.04,ruim,PE,2025-09-21T15:35:08.691481
000003831,Pessoa Jurídica,Chat,2,consulta de valores,Baixa,142.5,6,423.32,bom,GO,2025-01-12T22:38:01.082783
000007250,Governo,Telefone,2,segunda via do boleto. muito obrigado,Baixa,150.93,8,443.53,regular,RJ,2024-10-13T21:26:41.328381
000004852,Pessoa Física,Redes Sociais,2,consulta de valores.,Baixa,45.52,4,190.2,bom,DF,2025-09-26T18:21:15.813723
000004530,Pessoa Física,Telefone,4,ajuda temporária. muito obrigado,Média,141.28,89,362.19,regular,SP,2025-05-19T08:01:55.419331
000007416,Pessoa Jurídica,Telefone,2,renegociar valores.,Média,119.24,48,212.97,bom,RJ,2025-08-06T04:30:54.644526
000002897,Pessoa Física,Chat,1,consulta de valores.,Baixa,74.18,17,302.18,regular,SP,2025-04-29T01:16:34.910811
000003701,Pessoa Física,Telefone,1,preciso de um desconto.,Média,96.34,25,447.06,ruim,SP,2025-02-21T19:01:58.059753
000000217,Pessoa Física,Redes Sociais,2,como posso pagar.,Baixa,131.34,28,155.36,bom,BA,2025-05-07T21:29:50.617213
000005229,Pessoa Física,Chat,4,proposta de pagamento,Média,124.99,6,554.91,ruim,RJ,2025-08-14T07:00:32.838444
000007201,Pessoa Física,Chat,1,parcelamento da dívida,Média,112.41,55,309.29,bom,RJ,2025-07-04T00:00:33.958372
000007028,Pessoa Física,Chat,2,renegociar valores. aguardo uma resposta,Média,107.93,16,232.75,ruim,AC,2025-06-17T02:22:56.779652
000002721,Pessoa Física,Telefone,4,parcelamento da dívida.,Média,122.22,3,141.37,ruim,PI,2025-01-25T09:00:52.487285
000009336,Pessoa Física,Telefone,3,como posso pagar. aguardo uma resposta,Baixa,55.78,11,101.64,bom,MG,2024-10-14T01:26:01.257592
000002928,Premium,Redes Sociais,2,preciso de informação.,Baixa,188.61,19,439.74,regular,MG,2025-03-02T16:04:10.691459
000005184,Pessoa Física,Telefone,3,segunda via do boleto. aguardo uma resposta,Baixa,105.49,10,135.32,bom,MG,2025-04-02T01:14:53.563886
000008747,Pessoa Jurídica,Telefone,3,como posso pagar.,Baixa,140.24,25,246.14,bom,RN,2024-12-28T07:18:11.628085
000009078,Pessoa Física,Chat,3,proposta de pagamento,Média,184.72,43,729.16,regular,SP,2025-03-16T13:29:26.740322
000008476,Pessoa Jurídica,Telefone,3,como posso pagar.,Baixa,165.39,30,619.79,bom,PE,2025-09-14T18:01:51.050554
000007618,Pessoa Física,Chat,3,preciso de informação.,Baixa,132.07,22,538.76,bom,RJ,2024-12-20T10:49:07.109028
000003015,Pessoa Física,Telefone,2,dúvida sobre a fatura.,Baixa,115.61,15,192.03,regular,GO,2025-01-20T22:14:16.737852
000002329,Pessoa Física,Redes Sociais,4,segunda via do boleto,Baixa,119.07,7,139.56,bom,CE,2024-11-12T11:58:50.629871
000006965,Pessoa Física,Telefone,1,segunda via do boleto.,Baixa,54.87,13,157.72,regular,BA,2025-07-16T04:49:08.053811
000001624,Pessoa Física,Chat,4,preciso de um desconto.,Média,71.21,8,168.85,ruim,SP,2025-07-13T14:06:44.046665
000000708,Pessoa Física,Email,3,proposta de pagamento.,Média,129.61,54,532.3,ruim,GO,2025-09-01T02:25:44.198078
000004004,Governo,Email,1,ajuda temporária.,Média,104.88,48,330.93,regular,SP,2025-03-13T14:12:19.896035
000009607,Pessoa Jurídica,Chat,2,como posso pagar. por favor,Baixa,60.08,5,283.86,bom,RJ,2024-10-11T14:45:38.100217
000007246,Pessoa Física,Email,4,renegociar valores. por favor,Média,131.59,35,163.81,regular,RJ,2025-03-27T19:05:52.899938
000004782,Premium,Telefone,1,como posso pagar. aguardo uma resposta,Baixa,150.2,25,368.7,bom,PE,2025-04-03T03:32:39.796786
000008405,Pessoa Física,Chat,2,preciso de um desconto,Média,166.61,74,436.68,bom,RS,2024-12-10T23:32:17.725546
000004807,Pessoa Física,Telefone,3,consulta de valores.,Baixa,141.26,14,212.39,regular,MG,2025-09-04T20:33:59.644201
000009541,Pessoa Jurídica,Telefone,1,como posso pagar.,Baixa,94.76,26,315.75,bom,BA,2025-06-27T00:35:27.379176
000008136,Pessoa Jurídica,Telefone,1,preciso de informação. o mais rápido possível,Baixa,147.37,16,171.07,regular,BA,2025-04-11T18:11:07.343405
000007208,Pessoa Jurídica,Email,1,ajuda temporária.,Média,131.25,3,505.43,ruim,PE,2025-07-12T18:19:34.741949
000005971,Pessoa Física,Chat,1,preciso de um desconto.,Média,83.0,2,95.43,ruim,MT,2024-11-23T20:16:41.998261
000005085,Pessoa Física,Chat,2,parcelamento da dívida.,Média,81.66,4,366.97,ruim,SP,2025-08-16T22:10:08.428549
000000137,Pessoa Física,Chat,4,consulta de valores. muito obrigado,Baixa,153.97,8,194.02,bom,RS,2025-07-29T18:51:26.166788
000006780,Premium,Telefone,1,consulta de valores.,Baixa,132.55,7,374.51,bom,SP,2025-09-10T02:40:48.892546
000007269,Pessoa Física,Redes Sociais,4,segunda via do boleto.,Baixa,130.31,27,211.3,bom,PA,2025-06-06T16:07:46.827338
000005300,Pessoa Física,Chat,1,dúvida sobre a fatura,Baixa,122.54,26,187.79,regular,CE,2024-11-19T23:33:18.268728
000004647,Pessoa Jurídica,Chat,4,urgente.,Alta,144.07,71,559.69,bom,PA,2025-06-24T03:36:02.155368
000001966,Pessoa Jurídica,Chat,2,proposta de pagamento.,Média,99.53,9,407.77,ruim,PR,2025-03-19T06:54:05.660487
000008605,Pessoa Física,Telefone,3,parcelamento da dívida. o mais rápido possível,Média,114.91,56,454.68,bom,RJ,2025-06-20T04:06:46.998105
000006930,Pessoa Física,Email,3,consulta de valores. muito obrigado,Baixa,149.8,20,391.87,bom,PR,2025-04-11T06:56:17.265110
000002610,Pessoa Física,Chat,3,preciso de um desconto,Média,121.47,15,602.87,ruim,SP,2024-10-04T00:12:52.058416
000004107,Pessoa Física,Telefone,1,parcelamento da dívida. o mais rápido possível,Média,90.03,23,212.46,ruim,BA,2025-09-08T00:50:01.428206
000006068,Pessoa Jurídica,Redes Sociais,1,como posso pagar.,Baixa,92.48,25,183.21,bom,ES,2025-06-10T10:43:27.019135
000000022,Pessoa Física,Telefone,2,segunda via do boleto. aguardo uma resposta,Baixa,121.79,5,607.25,bom,MG,2025-05-07T13:34:14.294981
